,name,id,image_path,type1,type2
67,beedrill,15,../dataset-v2/beedrill/beedrill_3.png,bug,poison
68,pidgey,16,../dataset-v2/pidgey/pidgey_0.png,normal,flying
69,pidgey,16,../dataset-v2/pidgey/pidgey_1.png,normal,flying
70,pidgey,16,../dataset-v2/pidgey/pidgey_2.png,normal,flying
71,pidgey,16,../dataset-v2/pidgey/pidgey_3.png,normal,flying
72,pidgeotto,17,../dataset-v2/pidgeotto/pidgeotto_0.png,normal,flying
73,pidgeotto,17,../dataset-v2/pidgeotto/pidgeotto_1.png,normal,flying
74,pidgeotto,17,../dataset-v2/pidgeotto/pidgeotto_2.png,normal,flying
75,pidgeotto,17,../dataset-v2/pidgeotto/pidgeotto_3.png,normal,flying
76,pidgeot,18,../dataset-v2/pidgeot/pidgeot_0.png,normal,flying
77,pidgeot,18,../dataset-v2/pidgeot/pidgeot_1.png,normal,flying
78,pidgeot,18,../dataset-v2/pidgeot/pidgeot_2.png,normal,flying
79,pidgeot,18,../dataset-v2/pidgeot/pidgeot_3.png,normal,flying
80,rattata,19,../dataset-v2/rattata/rattata_0.png,normal,
81,rattata,19,../dataset-v2/rattata/rattata_1.png,normal,
82,rattata,19,../dataset-v2/rattata/rattata_2.png,normal,
83,rattata,19,../dataset-v2/rattata/rattata_3.png,normal,
84,rattata,19,../dataset-v2/rattata/rattata_4.png,normal,
85,rattata,19,../dataset-v2/rattata/rattata_5.png,normal,
86,rattata,19,../dataset-v2/rattata/rattata_6.png,normal,
87,rattata,19,../dataset-v2/rattata/rattata_7.png,normal,
88,raticate,20,../dataset-v2/raticate/raticate_0.png,normal,
89,raticate,20,../dataset-v2/raticate/raticate_1.png,normal,
90,raticate,20,../dataset-v2/raticate/raticate_2.png,normal,
91,raticate,20,../dataset-v2/raticate/raticate_3.png,normal,
92,raticate,20,../dataset-v2/raticate/raticate_4.png,normal,
93,raticate,20,../dataset-v2/raticate/raticate_5.png,normal,
94,raticate,20,../dataset-v2/raticate/raticate_6.png,normal,
95,raticate,20,../dataset-v2/raticate/raticate_7.png,normal,
96,spearow,21,../dataset-v2/spearow/spearow_0.png,normal,flying
97,spearow,21,../dataset-v2/spearow/spearow_1.png,normal,flying
98,spearow,21,../dataset-v2/spearow/spearow_2.png,normal,flying
99,spearow,21,../dataset-v2/spearow/spearow_3.png,normal,flying
100,fearow,22,../dataset-v2/fearow/fearow_0.png,normal,flying
101,fearow,22,../dataset-v2/fearow/fearow_1.png,normal,flying
102,fearow,22,../dataset-v2/fearow/fearow_2.png,normal,flying
103,fearow,22,../dataset-v2/fearow/fearow_3.png,normal,flying
104,ekans,23,../dataset-v2/ekans/ekans_0.png,poison,
105,ekans,23,../dataset-v2/ekans/ekans_1.png,poison,
106,ekans,23,../dataset-v2/ekans/ekans_2.png,poison,
107,ekans,23,../dataset-v2/ekans/ekans_3.png,poison,
108,arbok,24,../dataset-v2/arbok/arbok_0.png,poison,
109,arbok,24,../dataset-v2/arbok/arbok_1.png,poison,
110,arbok,24,../dataset-v2/arbok/arbok_2.png,poison,
111,arbok,24,../dataset-v2/arbok/arbok_3.png,poison,
112,pikachu,25,../dataset-v2/pikachu/pikachu_0.png,electric,
113,pikachu,25,../dataset-v2/pikachu/pikachu_1.png,electric,
114,pikachu,25,../dataset-v2/pikachu/pikachu_2.png,electric,
115,pikachu,25,../dataset-v2/pikachu/pikachu_3.png,electric,
116,pikachu,25,../dataset-v2/pikachu/pikachu_4.png,electric,
117,pikachu,25,../dataset-v2/pikachu/pikachu_5.png,electric,
118,pikachu,25,../dataset-v2/pikachu/pikachu_6.png,electric,
119,pikachu,25,../dataset-v2/pikachu/pikachu_7.png,electric,
120,raichu,26,../dataset-v2/raichu/raichu_0.png,electric,
121,raichu,26,../dataset-v2/raichu/raichu_1.png,electric,
122,raichu,26,../dataset-v2/raichu/raichu_2.png,electric,
123,raichu,26,../dataset-v2/raichu/raichu_3.png,electric,
124,raichu,26,../dataset-v2/raichu/raichu_4.png,electric,
125,raichu,26,../dataset-v2/raichu/raichu_5.png,electric,
126,raichu,26,../dataset-v2/raichu/raichu_6.png,electric,
127,raichu,26,../dataset-v2/raichu/raichu_7.png,electric,
128,sandshrew,27,../dataset-v2/sandshrew/sandshrew_0.png,ground,
129,sandshrew,27,../dataset-v2/sandshrew/sandshrew_1.png,ground,
130,sandshrew,27,../dataset-v2/sandshrew/sandshrew_2.png,ground,
131,sandshrew,27,../dataset-v2/sandshrew/sandshrew_3.png,ground,
132,sandslash,28,../dataset-v2/sandslash/sandslash_0.png,ground,
133,sandslash,28,../dataset-v2/sandslash/sandslash_1.png,ground,
134,sandslash,28,../dataset-v2/sandslash/sandslash_2.png,ground,
135,sandslash,28,../dataset-v2/sandslash/sandslash_3.png,ground,
136,nidoran-f,29,../dataset-v2/nidoran-f/nidoran-f_0.png,poison,
137,nidoran-f,29,../dataset-v2/nidoran-f/nidoran-f_1.png,poison,
138,nidoran-f,29,../dataset-v2/nidoran-f/nidoran-f_2.png,poison,
139,nidoran-f,29,../dataset-v2/nidoran-f/nidoran-f_3.png,poison,
140,nidorina,30,../dataset-v2/nidorina/nidorina_0.png,poison,
141,nidorina,30,../dataset-v2/nidorina/nidorina_1.png,poison,
142,nidorina,30,../dataset-v2/nidorina/nidorina_2.png,poison,
143,nidorina,30,../dataset-v2/nidorina/nidorina_3.png,poison,
144,nidoqueen,31,../dataset-v2/nidoqueen/nidoqueen_0.png,poison,ground
145,nidoqueen,31,../dataset-v2/nidoqueen/nidoqueen_1.png,poison,ground
146,nidoqueen,31,../dataset-v2/nidoqueen/nidoqueen_2.png,poison,ground
147,nidoqueen,31,../dataset-v2/nidoqueen/nidoqueen_3.png,poison,ground
148,nidoran-m,32,../dataset-v2/nidoran-m/nidoran-m_0.png,poison,
149,nidoran-m,32,../dataset-v2/nidoran-m/nidoran-m_1.png,poison,
150,nidoran-m,32,../dataset-v2/nidoran-m/nidoran-m_2.png,poison,
151,nidoran-m,32,../dataset-v2/nidoran-m/nidoran-m_3.png,poison,
152,nidorino,33,../dataset-v2/nidorino/nidorino_0.png,poison,
153,nidorino,33,../dataset-v2/nidorino/nidorino_1.png,poison,
154,nidorino,33,../dataset-v2/nidorino/nidorino_2.png,poison,
155,nidorino,33,../dataset-v2/nidorino/nidorino_3.png,poison,
156,nidoking,34,../dataset-v2/nidoking/nidoking_0.png,poison,ground
157,nidoking,34,../dataset-v2/nidoking/nidoking_1.png,poison,ground
158,nidoking,34,../dataset-v2/nidoking/nidoking_2.png,poison,ground
159,nidoking,34,../dataset-v2/nidoking/nidoking_3.png,poison,ground
160,clefairy,35,../dataset-v2/clefairy/clefairy_0.png,fairy,
161,clefairy,35,../dataset-v2/clefairy/clefairy_1.png,fairy,
162,clefairy,35,../dataset-v2/clefairy/clefairy_2.png,fairy,
163,clefairy,35,../dataset-v2/clefairy/clefairy_3.png,fairy,
164,clefable,36,../dataset-v2/clefable/clefable_0.png,fairy,
165,clefable,36,../dataset-v2/clefable/clefable_1.png,fairy,
166,clefable,36,../dataset-v2/clefable/clefable_2.png,fairy,
167,clefable,36,../dataset-v2/clefable/clefable_3.png,fairy,
168,vulpix,37,../dataset-v2/vulpix/vulpix_0.png,fire,
169,vulpix,37,../dataset-v2/vulpix/vulpix_1.png,fire,
170,vulpix,37,../dataset-v2/vulpix/vulpix_2.png,fire,
171,vulpix,37,../dataset-v2/vulpix/vulpix_3.png,fire,
172,ninetales,38,../dataset-v2/ninetales/ninetales_0.png,fire,
173,ninetales,38,../dataset-v2/ninetales/ninetales_1.png,fire,
174,ninetales,38,../dataset-v2/ninetales/ninetales_2.png,fire,
175,ninetales,38,../dataset-v2/ninetales/ninetales_3.png,fire,
176,jigglypuff,39,../dataset-v2/jigglypuff/jigglypuff_0.png,normal,fairy
177,jigglypuff,39,../dataset-v2/jigglypuff/jigglypuff_1.png,normal,fairy
178,jigglypuff,39,../dataset-v2/jigglypuff/jigglypuff_2.png,normal,fairy
179,jigglypuff,39,../dataset-v2/jigglypuff/jigglypuff_3.png,normal,fairy
180,wigglytuff,40,../dataset-v2/wigglytuff/wigglytuff_0.png,normal,fairy
181,wigglytuff,40,../dataset-v2/wigglytuff/wigglytuff_1.png,normal,fairy
182,wigglytuff,40,../dataset-v2/wigglytuff/wigglytuff_2.png,normal,fairy
183,wigglytuff,40,../dataset-v2/wigglytuff/wigglytuff_3.png,normal,fairy
184,zubat,41,../dataset-v2/zubat/zubat_0.png,poison,flying
185,zubat,41,../dataset-v2/zubat/zubat_1.png,poison,flying
186,zubat,41,../dataset-v2/zubat/zubat_2.png,poison,flying
187,zubat,41,../dataset-v2/zubat/zubat_3.png,poison,flying
188,zubat,41,../dataset-v2/zubat/zubat_4.png,poison,flying
189,zubat,41,../dataset-v2/zubat/zubat_5.png,poison,flying
190,zubat,41,../dataset-v2/zubat/zubat_6.png,poison,flying
191,zubat,41,../dataset-v2/zubat/zubat_7.png,poison,flying
192,golbat,42,../dataset-v2/golbat/golbat_0.png,poison,flying
193,golbat,42,../dataset-v2/golbat/golbat_1.png,poison,flying
194,golbat,42,../dataset-v2/golbat/golbat_2.png,poison,flying
195,golbat,42,../dataset-v2/golbat/golbat_3.png,poison,flying
196,golbat,42,../dataset-v2/golbat/golbat_4.png,poison,flying
197,golbat,42,../dataset-v2/golbat/golbat_5.png,poison,flying
198,oddish,43,../dataset-v2/oddish/oddish_0.png,grass,poison
199,oddish,43,../dataset-v2/oddish/oddish_1.png,grass,poison
200,oddish,43,../dataset-v2/oddish/oddish_2.png,grass,poison
201,oddish,43,../dataset-v2/oddish/oddish_3.png,grass,poison
202,gloom,44,../dataset-v2/gloom/gloom_0.png,grass,poison
203,gloom,44,../dataset-v2/gloom/gloom_1.png,grass,poison
204,gloom,44,../dataset-v2/gloom/gloom_2.png,grass,poison
205,gloom,44,../dataset-v2/gloom/gloom_3.png,grass,poison
206,gloom,44,../dataset-v2/gloom/gloom_4.png,grass,poison
207,gloom,44,../dataset-v2/gloom/gloom_5.png,grass,poison
208,gloom,44,../dataset-v2/gloom/gloom_6.png,grass,poison
209,gloom,44,../dataset-v2/gloom/gloom_7.png,grass,poison
210,vileplume,45,../dataset-v2/vileplume/vileplume_0.png,grass,poison
211,vileplume,45,../dataset-v2/vileplume/vileplume_1.png,grass,poison
212,vileplume,45,../dataset-v2/vileplume/vileplume_2.png,grass,poison
213,vileplume,45,../dataset-v2/vileplume/vileplume_3.png,grass,poison
214,vileplume,45,../dataset-v2/vileplume/vileplume_4.png,grass,poison
215,vileplume,45,../dataset-v2/vileplume/vileplume_5.png,grass,poison
216,vileplume,45,../dataset-v2/vileplume/vileplume_6.png,grass,poison
217,vileplume,45,../dataset-v2/vileplume/vileplume_7.png,grass,poison
218,paras,46,../dataset-v2/paras/paras_0.png,bug,grass
219,paras,46,../dataset-v2/paras/paras_1.png,bug,grass
220,paras,46,../dataset-v2/paras/paras_2.png,bug,grass
221,paras,46,../dataset-v2/paras/paras_3.png,bug,grass
222,parasect,47,../dataset-v2/parasect/parasect_0.png,bug,grass
223,parasect,47,../dataset-v2/parasect/parasect_1.png,bug,grass
224,parasect,47,../dataset-v2/parasect/parasect_2.png,bug,grass
225,parasect,47,../dataset-v2/parasect/parasect_3.png,bug,grass
226,venonat,48,../dataset-v2/venonat/venonat_0.png,bug,poison
227,venonat,48,../dataset-v2/venonat/venonat_1.png,bug,poison
228,venonat,48,../dataset-v2/venonat/venonat_2.png,bug,poison
229,venonat,48,../dataset-v2/venonat/venonat_3.png,bug,poison
230,venomoth,49,../dataset-v2/venomoth/venomoth_0.png,bug,poison
231,venomoth,49,../dataset-v2/venomoth/venomoth_1.png,bug,poison
232,venomoth,49,../dataset-v2/venomoth/venomoth_2.png,bug,poison
233,venomoth,49,../dataset-v2/venomoth/venomoth_3.png,bug,poison
234,diglett,50,../dataset-v2/diglett/diglett_0.png,ground,
235,diglett,50,../dataset-v2/diglett/diglett_1.png,ground,
236,diglett,50,../dataset-v2/diglett/diglett_2.png,ground,
237,diglett,50,../dataset-v2/diglett/diglett_3.png,ground,
238,dugtrio,51,../dataset-v2/dugtrio/dugtrio_0.png,ground,
239,dugtrio,51,../dataset-v2/dugtrio/dugtrio_1.png,ground,
240,dugtrio,51,../dataset-v2/dugtrio/dugtrio_2.png,ground,
241,dugtrio,51,../dataset-v2/dugtrio/dugtrio_3.png,ground,
242,meowth,52,../dataset-v2/meowth/meowth_0.png,normal,
243,meowth,52,../dataset-v2/meowth/meowth_1.png,normal,
244,meowth,52,../dataset-v2/meowth/meowth_2.png,normal,
245,meowth,52,../dataset-v2/meowth/meowth_3.png,normal,
246,persian,53,../dataset-v2/persian/persian_0.png,normal,
247,persian,53,../dataset-v2/persian/persian_1.png,normal,
248,persian,53,../dataset-v2/persian/persian_2.png,normal,
249,persian,53,../dataset-v2/persian/persian_3.png,normal,
250,psyduck,54,../dataset-v2/psyduck/psyduck_0.png,water,
251,psyduck,54,../dataset-v2/psyduck/psyduck_1.png,water,
252,psyduck,54,../dataset-v2/psyduck/psyduck_2.png,water,
253,psyduck,54,../dataset-v2/psyduck/psyduck_3.png,water,
254,golduck,55,../dataset-v2/golduck/golduck_0.png,water,
255,golduck,55,../dataset-v2/golduck/golduck_1.png,water,
256,golduck,55,../dataset-v2/golduck/golduck_2.png,water,
257,golduck,55,../dataset-v2/golduck/golduck_3.png,water,
258,mankey,56,../dataset-v2/mankey/mankey_0.png,fighting,
259,mankey,56,../dataset-v2/mankey/mankey_1.png,fighting,
260,mankey,56,../dataset-v2/mankey/mankey_2.png,fighting,
261,mankey,56,../dataset-v2/mankey/mankey_3.png,fighting,
262,primeape,57,../dataset-v2/primeape/primeape_0.png,fighting,
263,primeape,57,../dataset-v2/primeape/primeape_1.png,fighting,
264,primeape,57,../dataset-v2/primeape/primeape_2.png,fighting,
265,primeape,57,../dataset-v2/primeape/primeape_3.png,fighting,
266,growlithe,58,../dataset-v2/growlithe/growlithe_0.png,fire,
267,growlithe,58,../dataset-v2/growlithe/growlithe_1.png,fire,
268,growlithe,58,../dataset-v2/growlithe/growlithe_2.png,fire,
269,growlithe,58,../dataset-v2/growlithe/growlithe_3.png,fire,
270,arcanine,59,../dataset-v2/arcanine/arcanine_0.png,fire,
271,arcanine,59,../dataset-v2/arcanine/arcanine_1.png,fire,
272,arcanine,59,../dataset-v2/arcanine/arcanine_2.png,fire,
273,arcanine,59,../dataset-v2/arcanine/arcanine_3.png,fire,
274,poliwag,60,../dataset-v2/poliwag/poliwag_0.png,water,
275,poliwag,60,../dataset-v2/poliwag/poliwag_1.png,water,
276,poliwag,60,../dataset-v2/poliwag/poliwag_2.png,water,
277,poliwag,60,../dataset-v2/poliwag/poliwag_3.png,water,
278,poliwhirl,61,../dataset-v2/poliwhirl/poliwhirl_0.png,water,
279,poliwhirl,61,../dataset-v2/poliwhirl/poliwhirl_1.png,water,
280,poliwhirl,61,../dataset-v2/poliwhirl/poliwhirl_2.png,water,
281,poliwhirl,61,../dataset-v2/poliwhirl/poliwhirl_3.png,water,
282,poliwrath,62,../dataset-v2/poliwrath/poliwrath_0.png,water,fighting
283,poliwrath,62,../dataset-v2/poliwrath/poliwrath_1.png,water,fighting
284,poliwrath,62,../dataset-v2/poliwrath/poliwrath_2.png,water,fighting
285,poliwrath,62,../dataset-v2/poliwrath/poliwrath_3.png,water,fighting
286,abra,63,../dataset-v2/abra/abra_0.png,psychic,
287,abra,63,../dataset-v2/abra/abra_1.png,psychic,
288,abra,63,../dataset-v2/abra/abra_2.png,psychic,
289,abra,63,../dataset-v2/abra/abra_3.png,psychic,
290,kadabra,64,../dataset-v2/kadabra/kadabra_0.png,psychic,
291,kadabra,64,../dataset-v2/kadabra/kadabra_1.png,psychic,
292,kadabra,64,../dataset-v2/kadabra/kadabra_2.png,psychic,
293,kadabra,64,../dataset-v2/kadabra/kadabra_3.png,psychic,
294,kadabra,64,../dataset-v2/kadabra/kadabra_4.png,psychic,
295,kadabra,64,../dataset-v2/kadabra/kadabra_5.png,psychic,
296,kadabra,64,../dataset-v2/kadabra/kadabra_6.png,psychic,
297,kadabra,64,../dataset-v2/kadabra/kadabra_7.png,psychic,
298,alakazam,65,../dataset-v2/alakazam/alakazam_0.png,psychic,
299,alakazam,65,../dataset-v2/alakazam/alakazam_1.png,psychic,
300,alakazam,65,../dataset-v2/alakazam/alakazam_2.png,psychic,
301,alakazam,65,../dataset-v2/alakazam/alakazam_3.png,psychic,
302,alakazam,65,../dataset-v2/alakazam/alakazam_4.png,psychic,
303,alakazam,65,../dataset-v2/alakazam/alakazam_5.png,psychic,
304,alakazam,65,../dataset-v2/alakazam/alakazam_6.png,psychic,
305,alakazam,65,../dataset-v2/alakazam/alakazam_7.png,psychic,
306,machop,66,../dataset-v2/machop/machop_0.png,fighting,
307,machop,66,../dataset-v2/machop/machop_1.png,fighting,
308,machop,66,../dataset-v2/machop/machop_2.png,fighting,
309,machop,66,../dataset-v2/machop/machop_3.png,fighting,
310,machoke,67,../dataset-v2/machoke/machoke_0.png,fighting,
311,machoke,67,../dataset-v2/machoke/machoke_1.png,fighting,
312,machoke,67,../dataset-v2/machoke/machoke_2.png,fighting,
313,machoke,67,../dataset-v2/machoke/machoke_3.png,fighting,
314,machamp,68,../dataset-v2/machamp/machamp_0.png,fighting,
315,machamp,68,../dataset-v2/machamp/machamp_1.png,fighting,
316,machamp,68,../dataset-v2/machamp/machamp_2.png,fighting,
317,machamp,68,../dataset-v2/machamp/machamp_3.png,fighting,
318,bellsprout,69,../dataset-v2/bellsprout/bellsprout_0.png,grass,poison
319,bellsprout,69,../dataset-v2/bellsprout/bellsprout_1.png,grass,poison
320,bellsprout,69,../dataset-v2/bellsprout/bellsprout_2.png,grass,poison
321,bellsprout,69,../dataset-v2/bellsprout/bellsprout_3.png,grass,poison
322,weepinbell,70,../dataset-v2/weepinbell/weepinbell_0.png,grass,poison
323,weepinbell,70,../dataset-v2/weepinbell/weepinbell_1.png,grass,poison
324,weepinbell,70,../dataset-v2/weepinbell/weepinbell_2.png,grass,poison
325,weepinbell,70,../dataset-v2/weepinbell/weepinbell_3.png,grass,poison
326,victreebel,71,../dataset-v2/victreebel/victreebel_0.png,grass,poison
327,victreebel,71,../dataset-v2/victreebel/victreebel_1.png,grass,poison
328,victreebel,71,../dataset-v2/victreebel/victreebel_2.png,grass,poison
329,victreebel,71,../dataset-v2/victreebel/victreebel_3.png,grass,poison
330,tentacool,72,../dataset-v2/tentacool/tentacool_0.png,water,poison
331,tentacool,72,../dataset-v2/tentacool/tentacool_1.png,water,poison
332,tentacool,72,../dataset-v2/tentacool/tentacool_2.png,water,poison
333,tentacool,72,../dataset-v2/tentacool/tentacool_3.png,water,poison
334,tentacruel,73,../dataset-v2/tentacruel/tentacruel_0.png,water,poison
335,tentacruel,73,../dataset-v2/tentacruel/tentacruel_1.png,water,poison
336,tentacruel,73,../dataset-v2/tentacruel/tentacruel_2.png,water,poison
337,tentacruel,73,../dataset-v2/tentacruel/tentacruel_3.png,water,poison
338,geodude,74,../dataset-v2/geodude/geodude_0.png,rock,ground
339,geodude,74,../dataset-v2/geodude/geodude_1.png,rock,ground
340,geodude,74,../dataset-v2/geodude/geodude_2.png,rock,ground
341,geodude,74,../dataset-v2/geodude/geodude_3.png,rock,ground
342,graveler,75,../dataset-v2/graveler/graveler_0.png,rock,ground
343,graveler,75,../dataset-v2/graveler/graveler_1.png,rock,ground
344,graveler,75,../dataset-v2/graveler/graveler_2.png,rock,ground
345,graveler,75,../dataset-v2/graveler/graveler_3.png,rock,ground
346,golem,76,../dataset-v2/golem/golem_0.png,rock,ground
347,golem,76,../dataset-v2/golem/golem_1.png,rock,ground
348,golem,76,../dataset-v2/golem/golem_2.png,rock,ground
349,golem,76,../dataset-v2/golem/golem_3.png,rock,ground
350,ponyta,77,../dataset-v2/ponyta/ponyta_0.png,fire,
351,ponyta,77,../dataset-v2/ponyta/ponyta_1.png,fire,
352,ponyta,77,../dataset-v2/ponyta/ponyta_2.png,fire,
353,ponyta,77,../dataset-v2/ponyta/ponyta_3.png,fire,
354,rapidash,78,../dataset-v2/rapidash/rapidash_0.png,fire,
355,rapidash,78,../dataset-v2/rapidash/rapidash_1.png,fire,
356,rapidash,78,../dataset-v2/rapidash/rapidash_2.png,fire,
357,rapidash,78,../dataset-v2/rapidash/rapidash_3.png,fire,
358,slowpoke,79,../dataset-v2/slowpoke/slowpoke_0.png,water,psychic
359,slowpoke,79,../dataset-v2/slowpoke/slowpoke_1.png,water,psychic
360,slowpoke,79,../dataset-v2/slowpoke/slowpoke_2.png,water,psychic
361,slowpoke,79,../dataset-v2/slowpoke/slowpoke_3.png,water,psychic
362,slowbro,80,../dataset-v2/slowbro/slowbro_0.png,water,psychic
363,slowbro,80,../dataset-v2/slowbro/slowbro_1.png,water,psychic
364,slowbro,80,../dataset-v2/slowbro/slowbro_2.png,water,psychic
365,slowbro,80,../dataset-v2/slowbro/slowbro_3.png,water,psychic
366,magnemite,81,../dataset-v2/magnemite/magnemite_0.png,electric,steel
367,magnemite,81,../dataset-v2/magnemite/magnemite_1.png,electric,steel
368,magnemite,81,../dataset-v2/magnemite/magnemite_2.png,electric,steel
369,magnemite,81,../dataset-v2/magnemite/magnemite_3.png,electric,steel
370,magneton,82,../dataset-v2/magneton/magneton_0.png,electric,steel
371,magneton,82,../dataset-v2/magneton/magneton_1.png,electric,steel
372,magneton,82,../dataset-v2/magneton/magneton_2.png,electric,steel
373,magneton,82,../dataset-v2/magneton/magneton_3.png,electric,steel
374,farfetchd,83,../dataset-v2/farfetchd/farfetchd_0.png,normal,flying
375,farfetchd,83,../dataset-v2/farfetchd/farfetchd_1.png,normal,flying
376,farfetchd,83,../dataset-v2/farfetchd/farfetchd_2.png,normal,flying
377,farfetchd,83,../dataset-v2/farfetchd/farfetchd_3.png,normal,flying
378,doduo,84,../dataset-v2/doduo/doduo_0.png,normal,flying
379,doduo,84,../dataset-v2/doduo/doduo_1.png,normal,flying
380,doduo,84,../dataset-v2/doduo/doduo_2.png,normal,flying
381,doduo,84,../dataset-v2/doduo/doduo_3.png,normal,flying
382,doduo,84,../dataset-v2/doduo/doduo_4.png,normal,flying
383,doduo,84,../dataset-v2/doduo/doduo_5.png,normal,flying
384,doduo,84,../dataset-v2/doduo/doduo_6.png,normal,flying
385,doduo,84,../dataset-v2/doduo/doduo_7.png,normal,flying
386,dodrio,85,../dataset-v2/dodrio/dodrio_0.png,normal,flying
387,dodrio,85,../dataset-v2/dodrio/dodrio_1.png,normal,flying
388,dodrio,85,../dataset-v2/dodrio/dodrio_2.png,normal,flying
389,dodrio,85,../dataset-v2/dodrio/dodrio_3.png,normal,flying
390,dodrio,85,../dataset-v2/dodrio/dodrio_4.png,normal,flying
391,dodrio,85,../dataset-v2/dodrio/dodrio_5.png,normal,flying
392,dodrio,85,../dataset-v2/dodrio/dodrio_6.png,normal,flying
